PVS,dataset,resolution,bitrate,fps,codec,N_raw,N_clean,max_removed,min_removed,outlier_IDs,users_removed,n_users_removed,MOS_raw,MOS_iqr,MOS_corr,MOS_corr_iqr,MOS_std,MOS_ci_low,MOS_ci_high,MOS,MOS_aligned
3rd_01_1920x1080_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_003,1080,5.0,30,HEVC,31,29,0,2,"[18.0, 27.0]",[],0,5.2384,5.3641,5.2384,5.3641,0.574,5.155,5.573,5.3641,5.3641
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,hifps_120_testnum_003,540,0.3,60,H264,31,31,0,0,[],[],0,1.5442,1.5442,1.5442,1.5442,0.482,1.374,1.714,1.5442,1.5442
racing_01_1280x720_120_yuv420p.yuv_AV1_10M,hifps_120_testnum_003,720,10.0,120,AV1,31,31,0,0,[],[],0,4.3148,4.3148,4.3148,4.3148,0.624,4.095,4.534,4.3148,4.3148
racing_01_1280x720_120_yuv420p.yuv_AV1_3M,hifps_120_testnum_003,720,3.0,120,AV1,31,30,1,0,[16.0],[],0,3.3574,3.2983,3.3574,3.2983,0.599,3.084,3.513,3.2983,3.2983
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_003,720,5.0,30,HEVC,31,31,0,0,[],[],0,4.1206,4.1206,4.1206,4.1206,0.65,3.892,4.349,4.1206,4.1206
racing_01_1920x1080_120_yuv420p.yuv_H264_50M,hifps_120_testnum_003,1080,50.0,120,H264,31,31,0,0,[],[],0,5.3558,5.3558,5.3558,5.3558,0.659,5.124,5.588,5.3558,5.3558
racing_01_1920x1080_120_yuv420p.yuv_HEVC_30M,hifps_120_testnum_003,1080,30.0,120,HEVC,31,31,0,0,[],[],0,5.3242,5.3242,5.3242,5.3242,0.725,5.069,5.579,5.3242,5.3242
isometric_01_1280x720_120_yuv420p.yuv_AV1_20M,hifps_120_testnum_003,720,20.0,120,AV1,31,28,1,2,"[12.0, 21.0, 22.0]",[],0,5.1255,5.185,5.1255,5.185,0.532,4.988,5.382,5.185,5.185
isometric_01_1280x720_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_003,720,2.0,120,HEVC,31,29,1,1,"[11.0, 37.0]",[],0,3.651,3.6528,3.651,3.6528,0.618,3.428,3.878,3.6528,3.6528
isometric_01_1280x720_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_003,720,5.0,120,HEVC,31,31,0,0,[],[],0,4.5971,4.5971,4.5971,4.5971,0.881,4.287,4.907,4.5971,4.5971
isometric_01_1280x720_30_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,720,1.0,30,HEVC,31,28,0,3,"[9.0, 11.0, 21.0]",[],0,3.4139,3.555,3.4139,3.555,0.454,3.387,3.723,3.555,3.555
isometric_01_1920x1080_120_yuv420p.yuv_H264_2M,hifps_120_testnum_003,1080,2.0,120,H264,31,31,0,0,[],[],0,2.7748,2.7748,2.7748,2.7748,0.591,2.567,2.983,2.7748,2.7748
isometric_01_1920x1080_120_yuv420p.yuv_H264_7.5M,hifps_120_testnum_003,1080,7.5,120,H264,31,31,0,0,[],[],0,4.9629,4.9629,4.9629,4.9629,0.52,4.78,5.146,4.9629,4.9629
isometric_01_1920x1080_120_yuv420p.yuv_HEVC_30M,hifps_120_testnum_003,1080,30.0,120,HEVC,31,31,0,0,[],[],0,6.0603,6.0603,6.0603,6.0603,0.52,5.877,6.243,6.0603,6.0603
isometric_01_1920x1080_30_yuv420p.yuv_HEVC_3M,hifps_120_testnum_003,1080,3.0,30,HEVC,31,26,3,2,"[10.0, 18.0, 23.0, 29.0, 31.0]",[],0,4.8703,4.8365,4.8703,4.8365,0.504,4.643,5.03,4.8365,4.8365
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,hifps_120_testnum_003,1080,2.0,60,AV1,31,30,1,0,[29.0],[],0,4.7235,4.654,4.7235,4.654,0.713,4.399,4.909,4.654,4.654
isometric_01_960x540_30_yuv420p.yuv_H264_0.75M,hifps_120_testnum_003,540,0.75,30,H264,32,29,1,2,"[11.0, 11.0, 19.0]",[],0,3.0366,3.0686,3.0366,3.0686,0.421,2.915,3.222,3.0686,3.0686
rts_01_120_720,hifps_120_testnum_003,720,100.0,120,ref,31,31,0,0,[],[],0,5.3806,5.3806,5.3806,5.3806,0.737,5.121,5.64,5.3806,5.3806
rts_01_1280x720_30_yuv420p.yuv_AV1_0.05M,hifps_120_testnum_003,720,0.05,30,AV1,31,31,0,0,[],[],0,2.2668,2.2668,2.2668,2.2668,0.65,2.038,2.496,2.2668,2.2668
rts_01_1280x720_30_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,720,1.0,30,HEVC,31,31,0,0,[],[],0,4.6084,4.6084,4.6084,4.6084,0.739,4.348,4.869,4.6084,4.6084
rts_01_1280x720_60_yuv420p.yuv_AV1_0.15M,hifps_120_testnum_003,720,0.15,60,AV1,31,31,0,0,[],[],0,3.179,3.179,3.179,3.179,0.874,2.871,3.487,3.179,3.179
rts_01_1920x1080_120_yuv420p.yuv_H264_1.95M,hifps_120_testnum_003,1080,1.95,120,H264,31,31,0,0,[],[],0,3.0458,3.0458,3.0458,3.0458,0.729,2.789,3.303,3.0458,3.0458
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,hifps_120_testnum_003,1080,0.49,30,H264,31,30,1,0,[31.0],[],0,3.5042,3.4523,3.5042,3.4523,0.596,3.239,3.665,3.4523,3.4523
rts_01_960x540_120_yuv420p.yuv_HEVC_0.2M,hifps_120_testnum_003,540,0.2,120,HEVC,31,31,0,0,[],[],0,2.0342,2.0342,2.0342,2.0342,0.663,1.801,2.268,2.0342,2.0342
rts_01_960x540_120_yuv420p.yuv_HEVC_1.3M,hifps_120_testnum_003,540,1.3,120,HEVC,31,31,0,0,[],[],0,3.8384,3.8384,3.8384,3.8384,0.695,3.594,4.083,3.8384,3.8384
rts_01_960x540_30_yuv420p.yuv_H264_0.5M,hifps_120_testnum_003,540,0.5,30,H264,31,31,0,0,[],[],0,3.721,3.721,3.721,3.721,0.69,3.478,3.964,3.721,3.721
rts_01_960x540_30_yuv420p.yuv_HEVC_0.1M,hifps_120_testnum_003,540,0.1,30,HEVC,31,30,1,0,[32.0],[],0,2.0748,1.9123,2.0748,1.9123,0.54,1.719,2.106,1.9123,1.9123
racing_02_1280x720_120_yuv420p.yuv_AV1_1.5M,hifps_120_testnum_003,720,1.5,120,AV1,31,30,1,0,[12.0],[],0,3.4455,3.3917,3.4455,3.3917,0.501,3.213,3.571,3.3917,3.3917
racing_02_1920x1080_120_yuv420p.yuv_H264_10M,hifps_120_testnum_003,1080,10.0,120,H264,31,30,1,0,[29.0],[],0,4.9877,4.927,4.9877,4.927,0.646,4.696,5.158,4.927,4.927
racing_02_1920x1080_120_yuv420p.yuv_HEVC_20M,hifps_120_testnum_003,1080,20.0,120,HEVC,31,30,0,1,[18.0],[],0,5.5184,5.571,5.5184,5.571,0.514,5.387,5.755,5.571,5.571
racing_02_1920x1080_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_003,1080,3.0,120,HEVC,31,31,0,0,[],[],0,4.0935,4.0935,4.0935,4.0935,0.603,3.881,4.306,4.0935,4.0935
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_003,1080,5.0,30,HEVC,31,30,0,1,[34.0],[],0,4.5474,4.612,4.5474,4.612,0.621,4.39,4.834,4.612,4.612
racing_02_1920x1080_60_yuv420p.yuv_AV1_2M,hifps_120_testnum_003,1080,2.0,60,AV1,31,31,0,0,[],[],0,4.1365,4.1365,4.1365,4.1365,0.698,3.891,4.382,4.1365,4.1365
racing_02_1920x1080_60_yuv420p.yuv_H264_3M,hifps_120_testnum_003,1080,3.0,60,H264,31,27,4,0,"[10.0, 19.0, 31.0, 35.0]",[],0,3.9739,3.8026,3.9739,3.8026,0.433,3.639,3.966,3.8026,3.8026
racing_02_1920x1080_60_yuv420p.yuv_HEVC_3M,hifps_120_testnum_003,1080,3.0,60,HEVC,31,31,0,0,[],[],0,4.4142,4.4142,4.4142,4.4142,0.773,4.142,4.686,4.4142,4.4142
racing_02_60_1080,hifps_120_testnum_003,1080,100.0,60,ref,31,30,0,1,[34.0],[],0,5.6719,5.7483,5.6719,5.7483,0.628,5.523,5.973,5.7483,5.7483
racing_02_960x540_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,540,1.0,120,HEVC,31,30,1,0,[16.0],[],0,2.7952,2.7477,2.7952,2.7477,0.497,2.57,2.925,2.7477,2.7477
card_01_1280x720_120_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_003,720,0.3,120,HEVC,31,30,1,0,[19.0],[],0,2.6732,2.624,2.6732,2.624,0.471,2.455,2.793,2.624,2.624
card_01_1280x720_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_003,720,3.0,120,HEVC,31,31,0,0,[],[],0,5.0035,5.0035,5.0035,5.0035,0.725,4.748,5.259,5.0035,5.0035
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_003,720,0.1,30,AV1,31,30,1,0,[36.0],[],0,2.7726,2.6847,2.7726,2.6847,0.546,2.489,2.88,2.6847,2.6847
card_01_1920x1080_120_yuv420p.yuv_H264_2M,hifps_120_testnum_003,1080,2.0,120,H264,31,30,0,1,[8.0],[],0,4.6852,4.752,4.6852,4.752,0.652,4.519,4.985,4.752,4.752
card_01_1920x1080_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,1080,1.0,120,HEVC,31,27,3,1,"[10.0, 11.0, 14.0, 36.0]",[],0,3.66,3.5511,3.66,3.5511,0.422,3.392,3.71,3.5511,3.5511
fps_02_1920x1080_120_yuv420p.yuv_H264_10M,hifps_120_testnum_003,1080,10.0,120,H264,31,31,0,0,[],[],0,5.5116,5.5116,5.5116,5.5116,0.763,5.243,5.78,5.5116,5.5116
fps_02_1920x1080_120_yuv420p.yuv_H264_2M,hifps_120_testnum_003,1080,2.0,120,H264,31,31,0,0,[],[],0,2.82,2.82,2.82,2.82,0.635,2.597,3.043,2.82,2.82
fps_02_1920x1080_120_yuv420p.yuv_HEVC_10M,hifps_120_testnum_003,1080,10.0,120,HEVC,31,31,0,0,[],[],0,5.6065,5.6065,5.6065,5.6065,0.669,5.371,5.842,5.6065,5.6065
fps_02_1920x1080_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,1080,1.0,120,HEVC,31,31,0,0,[],[],0,3.4568,3.4568,3.4568,3.4568,0.719,3.204,3.71,3.4568,3.4568
fps_02_960x540_60_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_003,540,0.5,60,HEVC,31,30,1,0,[15.0],[],0,2.8855,2.8107,2.8855,2.8107,0.619,2.589,3.032,2.8107,2.8107
3rd_02_1280x720_120_yuv420p.yuv_AV1_2M,hifps_120_testnum_003,720,2.0,120,AV1,31,31,0,0,[],[],0,3.2377,3.2377,3.2377,3.2377,0.766,2.968,3.507,3.2377,3.2377
3rd_02_1280x720_120_yuv420p.yuv_AV1_30M,hifps_120_testnum_003,720,30.0,120,AV1,31,30,0,1,[11.0],[],0,4.4616,4.542,4.4616,4.542,0.696,4.293,4.791,4.542,4.542
3rd_02_1280x720_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_003,720,2.0,120,HEVC,31,31,0,0,[],[],0,3.1294,3.1294,3.1294,3.1294,0.768,2.859,3.4,3.1294,3.1294
3rd_02_1920x1080_120_yuv420p.yuv_HEVC_50M,hifps_120_testnum_003,1080,50.0,120,HEVC,31,30,0,1,[31.0],[],0,5.3965,5.459,5.3965,5.459,0.615,5.239,5.679,5.459,5.459
3rd_02_960x540_30_yuv420p.yuv_H264_0.75M,hifps_120_testnum_003,540,0.75,30,H264,31,30,1,0,[11.0],[],0,2.4948,2.435,2.4948,2.435,0.528,2.246,2.624,2.435,2.435
3rd_03_1280x720_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_003,720,1.0,120,HEVC,31,31,0,0,[],[],0,3.7323,3.7323,3.7323,3.7323,0.527,3.547,3.918,3.7323,3.7323
3rd_03_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_003,720,0.1,30,AV1,31,29,1,1,"[10.0, 12.0]",[],0,2.4655,2.4579,2.4655,2.4579,0.411,2.308,2.608,2.4579,2.4579
3rd_03_1920x1080_120_yuv420p.yuv_H264_0.5M,hifps_120_testnum_003,1080,0.5,120,H264,31,31,0,0,[],[],0,1.9123,1.9123,1.9123,1.9123,0.646,1.685,2.14,1.9123,1.9123
3rd_03_1920x1080_120_yuv420p.yuv_HEVC_10M,hifps_120_testnum_003,1080,10.0,120,HEVC,31,31,0,0,[],[],0,5.7465,5.7465,5.7465,5.7465,0.603,5.534,5.959,5.7465,5.7465
3rd_03_960x540_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_003,540,3.0,120,HEVC,31,31,0,0,[],[],0,4.2945,4.2945,4.2945,4.2945,0.832,4.001,4.588,4.2945,4.2945
platformer_01_120_720,hifps_120_testnum_004,720,100.0,120,ref,25,24,0,1,[5.0],[1.],1,4.4468,4.5438,4.4825,4.5852,0.903,4.183,4.905,4.5852,4.5852
platformer_01_1280x720_60_yuv420p.yuv_AV1_0.4M,hifps_120_testnum_004,720,0.4,60,AV1,25,25,0,0,[],[1.],1,2.932,2.932,2.925,2.925,0.853,2.598,3.266,2.925,2.925
platformer_01_1280x720_60_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,720,1.0,60,HEVC,25,24,0,1,[25.0],[1.],1,3.2316,3.3012,3.205,3.2018,0.709,3.017,3.585,3.2018,3.2018
platformer_01_1920x1080_120_yuv420p.yuv_H264_3.6M,hifps_120_testnum_004,1080,3.6,120,H264,25,25,0,0,[],[1.],1,3.4192,3.4192,3.4062,3.4062,0.844,3.088,3.75,3.4062,3.4062
platformer_01_1920x1080_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,1080,0.5,120,HEVC,25,23,1,1,"[7.0, 16.0]",[1.],1,2.7752,2.7652,2.7879,2.7786,0.528,2.549,2.981,2.7786,2.7786
platformer_01_1920x1080_120_yuv420p.yuv_HEVC_3M,hifps_120_testnum_004,1080,3.0,120,HEVC,25,24,0,1,[7.0],[1.],1,4.2536,4.3542,4.3308,4.4391,0.788,4.039,4.669,4.4391,4.4391
platformer_01_1920x1080_30_yuv420p.yuv_H264_1M,hifps_120_testnum_004,1080,1.0,30,H264,25,25,0,0,[],[1.],1,2.414,2.414,2.3883,2.3883,0.863,2.076,2.752,2.3883,2.3883
platformer_01_1920x1080_60_yuv420p.yuv_H264_4M,hifps_120_testnum_004,1080,4.0,60,H264,25,22,0,3,"[2.0, 7.0, 14.0]",[1.],1,4.3516,4.6368,4.36,4.66,0.535,4.413,4.86,4.66,4.66
platformer_01_960x540_30_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,540,0.5,30,HEVC,25,25,0,0,[],[1.],1,2.89,2.89,2.8783,2.8783,0.696,2.617,3.163,2.8783,2.8783
platformer_01_960x540_60_yuv420p.yuv_HEVC_2M,hifps_120_testnum_004,540,2.0,60,HEVC,25,25,0,0,[],[1.],1,3.8,3.8,3.8204,3.8204,1.062,3.384,4.216,3.8204,3.8204
fps_01_120_1080,hifps_120_testnum_004,1080,100.0,120,ref,25,25,0,0,[],[1.],1,6.054,6.054,6.0604,6.0604,0.619,5.811,6.297,6.0604,6.0604
fps_01_1280x720_120_yuv420p.yuv_AV1_5M,hifps_120_testnum_004,720,5.0,120,AV1,25,25,0,0,[],[1.],1,4.7212,4.7212,4.7479,4.7479,0.757,4.424,5.018,4.7479,4.7479
fps_01_1280x720_60_yuv420p.yuv_HEVC_0.4M,hifps_120_testnum_004,720,0.4,60,HEVC,25,25,0,0,[],[1.],1,2.1032,2.1032,2.0996,2.0996,0.749,1.809,2.397,2.0996,2.0996
fps_01_1280x720_60_yuv420p.yuv_HEVC_0.7M,hifps_120_testnum_004,720,0.7,60,HEVC,25,25,0,0,[],[1.],1,2.82,2.82,2.8462,2.8462,0.763,2.521,3.119,2.8462,2.8462
fps_01_1920x1080_120_yuv420p.yuv_HEVC_2M,hifps_120_testnum_004,1080,2.0,120,HEVC,26,26,0,0,[],[1.],1,3.3908,3.3908,3.4024,3.4024,0.605,3.158,3.623,3.4024,3.4024
fps_01_1920x1080_60_yuv420p.yuv_AV1_1M,hifps_120_testnum_004,1080,1.0,60,AV1,25,25,0,0,[],[1.],1,2.9236,2.9236,2.9542,2.9542,0.808,2.607,3.24,2.9542,2.9542
fps_01_60_1080,hifps_120_testnum_004,1080,100.0,60,ref,25,25,0,0,[],[1.],1,5.8804,5.8804,5.9204,5.9204,0.711,5.602,6.159,5.9204,5.9204
fps_01_960x540_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,540,0.5,120,HEVC,25,25,0,0,[],[1.],1,2.2096,2.2096,2.2192,2.2192,0.62,1.967,2.453,2.2192,2.2192
fps_01_960x540_60_yuv420p.yuv_H264_0.75M,hifps_120_testnum_004,540,0.75,60,H264,25,25,0,0,[],[1.],1,2.5316,2.5316,2.4817,2.4817,0.738,2.242,2.821,2.4817,2.4817
fps_01_960x540_60_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,540,1.0,60,HEVC,26,25,1,0,[16.0],[1.],1,3.2535,3.1784,3.2288,3.1496,0.693,2.907,3.45,3.1496,3.1496
sports_01_1280x720_120_yuv420p.yuv_AV1_0.2M,hifps_120_testnum_004,720,0.2,120,AV1,26,26,0,0,[],[1.],1,2.2304,2.2304,2.2796,2.2796,0.914,1.879,2.582,2.2796,2.2796
sports_01_1280x720_120_yuv420p.yuv_AV1_2M,hifps_120_testnum_004,720,2.0,120,AV1,25,24,1,0,[11.0],[1.],1,4.6624,4.5788,4.7188,4.6339,0.757,4.276,4.882,4.6339,4.6339
sports_01_1920x1080_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,1080,0.5,120,HEVC,25,25,0,0,[],[1.],1,3.4136,3.4136,3.415,3.415,0.697,3.14,3.687,3.415,3.415
sports_01_1920x1080_60_yuv420p.yuv_H264_1M,hifps_120_testnum_004,1080,1.0,60,H264,25,25,0,0,[],[1.],1,3.6628,3.6628,3.7038,3.7038,0.911,3.306,4.02,3.7038,3.7038
sports_01_960x540_120_yuv420p.yuv_HEVC_0.2M,hifps_120_testnum_004,540,0.2,120,HEVC,26,26,0,0,[],[1.],1,1.8723,1.8723,1.8848,1.8848,0.682,1.61,2.135,1.8848,1.8848
sports_01_960x540_60_yuv420p.yuv_H264_0.2M,hifps_120_testnum_004,540,0.2,60,H264,25,25,0,0,[],[1.],1,1.9212,1.9212,1.875,1.875,0.745,1.629,2.213,1.875,1.875
3rd_01_120_720,hifps_120_testnum_004,720,100.0,120,ref,25,25,0,0,[],[1.],1,5.298,5.298,5.3575,5.3575,0.857,4.962,5.634,5.3575,5.3575
3rd_01_1280x720_120_yuv420p.yuv_HEVC_0.7M,hifps_120_testnum_004,720,0.7,120,HEVC,25,25,0,0,[],[1.],1,2.47,2.47,2.4029,2.4029,0.732,2.183,2.757,2.4029,2.4029
3rd_01_1280x720_60_yuv420p.yuv_AV1_5M,hifps_120_testnum_004,720,5.0,60,AV1,25,25,0,0,[],[1.],1,4.8528,4.8528,4.9054,4.9054,0.876,4.509,5.196,4.9054,4.9054
3rd_01_1280x720_60_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,720,0.5,60,HEVC,25,25,0,0,[],[1.],1,2.33,2.33,2.3038,2.3038,0.887,1.982,2.678,2.3038,2.3038
3rd_01_1920x1080_120_yuv420p.yuv_HEVC_20M,hifps_120_testnum_004,1080,20.0,120,HEVC,26,26,0,0,[],[1.],1,5.4208,5.4208,5.4632,5.4632,0.764,5.127,5.715,5.4632,5.4632
3rd_01_1920x1080_60_yuv420p.yuv_AV1_1M,hifps_120_testnum_004,1080,1.0,60,AV1,25,25,0,0,[],[1.],1,3.8672,3.8672,3.9225,3.9225,0.773,3.564,4.17,3.9225,3.9225
3rd_01_960x540_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,540,0.5,120,HEVC,25,25,0,0,[],[1.],1,1.9072,1.9072,1.8983,1.8983,0.635,1.658,2.156,1.8983,1.8983
3rd_01_960x540_30_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_004,540,0.3,30,HEVC,25,25,0,0,[],[1.],1,2.1564,2.1564,2.1083,2.1083,0.689,1.886,2.426,2.1083,2.1083
3rd_01_960x540_30_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,540,0.5,30,HEVC,26,26,0,0,[],[1.],1,2.8873,2.8873,2.8424,2.8424,0.819,2.573,3.202,2.8424,2.8424
3rd_01_960x540_60_yuv420p.yuv_H264_0.3M,hifps_120_testnum_004,540,0.3,60,H264,25,24,1,0,[3.0],[1.],1,1.4844,1.4229,1.4958,1.4958,0.516,1.217,1.629,1.4958,1.4958
3rd_01_960x540_60_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,540,1.0,60,HEVC,25,25,0,0,[],[1.],1,3.0664,3.0664,3.1,3.1,0.721,2.784,3.349,3.1,3.1
racing_01_120_540,hifps_120_testnum_004,540,100.0,120,ref,27,27,0,0,[],[1.],1,5.5448,5.5448,5.5365,5.5365,0.815,5.237,5.852,5.5365,5.5365
racing_01_1280x720_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_004,720,5.0,30,HEVC,25,24,1,0,[9.0],[1.],1,4.234,4.1267,4.2375,4.1257,0.693,3.849,4.404,4.1257,4.1257
racing_01_1920x1080_120_yuv420p.yuv_H264_15M,hifps_120_testnum_004,1080,15.0,120,H264,25,25,0,0,[],[1.],1,4.5924,4.5924,4.6371,4.6371,1.012,4.196,4.989,4.6371,4.6371
racing_01_1920x1080_30_yuv420p.yuv_HEVC_2M,hifps_120_testnum_004,1080,2.0,30,HEVC,25,25,0,0,[],[1.],1,3.352,3.352,3.3275,3.3275,0.641,3.101,3.603,3.3275,3.3275
racing_01_1920x1080_60_yuv420p.yuv_H264_17M,hifps_120_testnum_004,1080,17.0,60,H264,25,23,2,0,"[15.0, 17.0]",[1.],1,4.7184,4.5517,4.7538,4.5827,0.599,4.307,4.797,4.5827,4.5827
racing_01_1920x1080_60_yuv420p.yuv_HEVC_5M,hifps_120_testnum_004,1080,5.0,60,HEVC,25,25,0,0,[],[1.],1,4.1556,4.1556,4.185,4.185,0.825,3.832,4.479,4.185,4.185
racing_01_30_1080,hifps_120_testnum_004,1080,100.0,30,ref,25,25,0,0,[],[1.],1,5.172,5.172,5.2292,5.2292,0.898,4.82,5.524,5.2292,5.2292
racing_01_960x540_120_yuv420p.yuv_HEVC_10M,hifps_120_testnum_004,540,10.0,120,HEVC,25,25,0,0,[],[1.],1,3.7692,3.7692,3.7592,3.7592,0.677,3.504,4.034,3.7592,3.7592
racing_01_960x540_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,540,1.0,120,HEVC,25,23,2,0,"[11.0, 15.0]",[1.],1,2.3188,2.1717,2.2892,2.1327,0.606,1.924,2.419,2.1327,2.1327
racing_01_960x540_60_yuv420p.yuv_H264_1M,hifps_120_testnum_004,540,1.0,60,H264,26,26,0,0,[],[1.],1,2.5212,2.5212,2.498,2.498,0.716,2.246,2.796,2.498,2.498
isometric_01_1280x720_120_yuv420p.yuv_HEVC_10M,hifps_120_testnum_004,720,10.0,120,HEVC,26,26,0,0,[],[1.],1,4.9442,4.9442,4.976,4.976,0.622,4.705,5.183,4.976,4.976
isometric_01_1280x720_120_yuv420p.yuv_HEVC_1M,hifps_120_testnum_004,720,1.0,120,HEVC,25,25,0,0,[],[1.],1,2.7248,2.7248,2.6683,2.6683,0.902,2.371,3.078,2.6683,2.6683
isometric_01_1920x1080_120_yuv420p.yuv_H264_30M,hifps_120_testnum_004,1080,30.0,120,H264,25,25,0,0,[],[1.],1,5.8916,5.8916,5.9263,5.9263,0.686,5.623,6.161,5.9263,5.9263
isometric_01_1920x1080_120_yuv420p.yuv_HEVC_10M,hifps_120_testnum_004,1080,10.0,120,HEVC,25,20,1,4,"[7.0, 11.0, 14.0, 17.0, 18.0]",[1.],1,3.5004,3.807,3.4879,3.8074,0.464,3.604,4.01,3.8074,3.8074
isometric_01_1920x1080_60_yuv420p.yuv_AV1_2M,hifps_120_testnum_004,1080,2.0,60,AV1,25,25,0,0,[],[1.],1,4.8136,4.8136,4.85,4.85,0.921,4.453,5.174,4.85,4.85
rts_01_1280x720_120_yuv420p.yuv_AV1_0.4M,hifps_120_testnum_004,720,0.4,120,AV1,25,25,0,0,[],[1.],1,3.5732,3.5732,3.5958,3.5958,0.886,3.226,3.92,3.5958,3.5958
rts_01_1920x1080_120_yuv420p.yuv_H264_0.5M,hifps_120_testnum_004,1080,0.5,120,H264,25,25,0,0,[],[1.],1,2.5288,2.5288,2.4933,2.3878,1.051,2.117,2.941,2.3878,2.3878
rts_01_1920x1080_120_yuv420p.yuv_HEVC_0.3M,hifps_120_testnum_004,1080,0.3,120,HEVC,26,26,0,0,[],[1.],1,2.4027,2.4027,2.4392,2.4392,0.828,2.084,2.721,2.4392,2.4392
rts_01_1920x1080_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_004,1080,5.0,120,HEVC,25,25,0,0,[],[1.],1,5.368,5.368,5.4275,5.4275,0.942,4.999,5.737,5.4275,5.4275
rts_01_1920x1080_30_yuv420p.yuv_H264_0.49M,hifps_120_testnum_004,1080,0.49,30,H264,25,25,0,0,[],[1.],1,3.4864,3.4864,3.4967,3.4967,0.854,3.152,3.821,3.4967,3.4967
racing_02_120_540,hifps_120_testnum_004,540,100.0,120,ref,26,26,0,0,[],[1.],1,5.585,5.585,5.5948,5.5948,0.798,5.278,5.892,5.5948,5.5948
racing_02_1920x1080_120_yuv420p.yuv_HEVC_1.6M,hifps_120_testnum_004,1080,1.6,120,HEVC,25,25,0,0,[],[1.],1,3.2792,3.2792,3.2896,3.2896,0.667,3.018,3.54,3.2896,3.2896
racing_02_1920x1080_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_004,1080,5.0,120,HEVC,25,25,0,0,[],[1.],1,4.2872,4.2872,4.3658,4.4635,0.946,3.917,4.658,4.4635,4.4635
racing_02_1920x1080_30_yuv420p.yuv_HEVC_5M,hifps_120_testnum_004,1080,5.0,30,HEVC,25,25,0,0,[],[1.],1,4.6204,4.6204,4.675,4.675,0.89,4.271,4.969,4.675,4.675
racing_02_960x540_120_yuv420p.yuv_HEVC_0.5M,hifps_120_testnum_004,540,0.5,120,HEVC,25,25,0,0,[],[1.],1,1.9072,1.9072,1.9392,1.9392,0.825,1.584,2.231,1.9392,1.9392
card_01_120_540,hifps_120_testnum_004,540,100.0,120,ref,25,25,0,0,[],[1.],1,5.9868,5.9868,6.0546,6.0546,0.799,5.674,6.3,6.0546,6.0546
card_01_1280x720_120_yuv420p.yuv_AV1_0.3M,hifps_120_testnum_004,720,0.3,120,AV1,25,25,0,0,[],[1.],1,4.0436,4.0436,4.0829,4.0829,0.902,3.69,4.397,4.0829,4.0829
card_01_1280x720_30_yuv420p.yuv_AV1_0.1M,hifps_120_testnum_004,720,0.1,30,AV1,25,25,0,0,[],[1.],1,3.058,3.058,3.03,2.8932,0.724,2.774,3.342,2.8932,2.8932
card_01_1280x720_30_yuv420p.yuv_HEVC_0.15M,hifps_120_testnum_004,720,0.15,30,HEVC,25,25,0,0,[],[1.],1,2.2152,2.2152,2.19,2.19,0.763,1.916,2.514,2.19,2.19
card_01_1920x1080_120_yuv420p.yuv_HEVC_5M,hifps_120_testnum_004,1080,5.0,120,HEVC,25,24,0,1,[1.0],[1.],1,5.3484,5.4567,5.4567,5.4567,0.755,5.155,5.759,5.4567,5.4567
